epoch,seed,val_loss,val_acc,test_acc,macro_test_acc
0,964924,0.03997298649379185,0.4696048632218845,0.5058275058275058,0.35237318656276073
1,964924,0.03241040424010674,0.5638297872340425,0.6006216006216006,0.4635414165666266
2,964924,0.028441394353710046,0.621580547112462,0.6557886557886557,0.6166907440942478
3,964924,0.028240693738757656,0.6261398176291794,0.662004662004662,0.6357857503556121
4,964924,0.028556513568912957,0.6200607902735562,0.6596736596736597,0.6156417019812547
5,964924,0.028485025678362166,0.6382978723404256,0.6573426573426573,0.6535800760982359
6,964924,0.027186402433911357,0.6413373860182371,0.6705516705516705,0.6554815516345214
7,964924,0.028637532405215556,0.6382978723404256,0.6775446775446775,0.6395814781999085
8,964924,0.02746705516131091,0.6474164133738601,0.6728826728826729,0.667558632081492
9,964924,0.03147475697711608,0.6276595744680851,0.6612276612276612,0.6445971362350795
10,964924,0.032600704297468655,0.6124620060790273,0.6573426573426573,0.6692360488108957
11,964924,0.03281837393809959,0.6276595744680851,0.6573426573426573,0.6188859580812294
12,964924,0.03354440126737925,0.6124620060790273,0.6643356643356644,0.6621379645849095
13,964924,0.036086236089920926,0.6124620060790273,0.6736596736596736,0.6573179811215704
14,964924,0.038921361998584134,0.6063829787234043,0.6495726495726496,0.6341433399245677
15,964924,0.0384756337545563,0.6398176291793313,0.6588966588966589,0.6719699066067105
16,964924,0.0384577661299778,0.6048632218844985,0.6122766122766122,0.6364724564710322
17,964924,0.04402913728383537,0.5820668693009119,0.6588966588966589,0.656388247132443
18,964924,0.0402101296421967,0.6291793313069909,0.6604506604506605,0.6114477254692323
19,964924,0.04632167468317374,0.5942249240121581,0.6449106449106449,0.6464055699321329
20,964924,0.04998593779682751,0.6170212765957447,0.6371406371406372,0.5991021277540292
21,964924,0.04794392687209109,0.6094224924012158,0.6355866355866356,0.628501471466861
22,964924,0.047914423841111206,0.6185410334346505,0.6573426573426573,0.6561007053052346
23,964924,0.04656583849782277,0.6003039513677811,0.6441336441336442,0.6232557337264644
24,964924,0.06050901210054438,0.6003039513677811,0.6456876456876457,0.6498856214288489
25,964924,0.056637639332687235,0.5896656534954408,0.6487956487956488,0.6601945924748944
26,964924,0.05604229727052265,0.6033434650455927,0.6775446775446775,0.6540319209347837
27,964924,0.059139141558151476,0.5851063829787234,0.6254856254856255,0.6502688872159033
28,964924,0.06052073446812963,0.6003039513677811,0.6487956487956488,0.653621547232144
29,964924,0.05950614094371853,0.6033434650455927,0.655011655011655,0.6660354095413203
30,964924,0.06006250120586175,0.6231003039513677,0.6651126651126651,0.6458980942145733
31,964924,0.06552347803550651,0.60790273556231,0.6557886557886557,0.6658668521337656
32,964924,0.0652210096457809,0.5851063829787234,0.6449106449106449,0.6495951200202731
33,964924,0.06136715086035453,0.6261398176291794,0.6721056721056721,0.6643830475179286
34,964924,0.06065434163102263,0.6155015197568389,0.655011655011655,0.6386342179398723
35,964924,0.06460819998048359,0.6246200607902735,0.6674436674436675,0.6628467935710495
36,964924,0.06770088172611133,0.6033434650455927,0.6418026418026418,0.6559529574541682
37,964924,0.06652627962338525,0.5942249240121581,0.6309246309246309,0.6568430145555911
38,964924,0.05753053937639509,0.6200607902735562,0.6526806526806527,0.6623201175693698
39,964924,0.06432652690852667,0.5987841945288754,0.6433566433566433,0.6287090583536958
40,964924,0.06947450145037341,0.601823708206687,0.6456876456876457,0.6310562838386511
41,964924,0.06698152142092811,0.6139817629179332,0.6604506604506605,0.6383455107775005
42,964924,0.06817551007024424,0.6094224924012158,0.655011655011655,0.6611862279580553
43,964924,0.06806861158562286,0.6048632218844985,0.6627816627816627,0.6632215320642894
44,964924,0.0708671732151762,0.60790273556231,0.6581196581196581,0.6529692739961932
45,964924,0.07005460211571227,0.6170212765957447,0.6604506604506605,0.6520239282153539
46,964924,0.07168917670438354,0.6109422492401215,0.6534576534576535,0.6501599746215898
47,964924,0.07234855118493541,0.6109422492401215,0.6557886557886557,0.6517601740233843
48,964924,0.07298797676990822,0.6063829787234043,0.6526806526806527,0.651064700148164
49,964924,0.07306825353744183,0.6033434650455927,0.6588966588966589,0.653179265542889
50,964924,0.07388559010978166,0.6124620060790273,0.6542346542346542,0.6557918359947985
51,964924,0.07155753486424594,0.6139817629179332,0.6519036519036518,0.6531237086514113
52,964924,0.07166664796034979,0.6124620060790273,0.6588966588966589,0.6565602450533372
53,964924,0.07307247985097776,0.6139817629179332,0.6573426573426573,0.6579881875708681
54,964924,0.07372568588488733,0.6109422492401215,0.6604506604506605,0.6570992033176907
55,964924,0.07754502108031855,0.5987841945288754,0.6433566433566433,0.6592170612466866
56,964924,0.07689444127416176,0.6048632218844985,0.6503496503496503,0.6578521855583528
57,964924,0.07440178589980291,0.6155015197568389,0.6658896658896659,0.6532615788996646
58,964924,0.07530927223275136,0.6033434650455927,0.6658896658896659,0.6619666603158982
59,964924,0.07564534822133537,0.6048632218844985,0.6666666666666666,0.6639496353240834
60,964924,0.07600532694065824,0.6109422492401215,0.6674436674436675,0.665344088328706
61,964924,0.07596468128331889,0.6109422492401215,0.6666666666666666,0.6642704909390567
62,964924,0.07599341905588075,0.6063829787234043,0.6658896658896659,0.664212649620711
63,964924,0.07638961420957803,0.6063829787234043,0.6612276612276612,0.6592516236078406
64,964924,0.07677583781419192,0.6124620060790273,0.6658896658896659,0.6655254829204409
65,964924,0.07699551335946404,0.6124620060790273,0.6635586635586636,0.6634931106494987
66,964924,0.07707543068743766,0.6124620060790273,0.6635586635586636,0.6625755756848195
67,964924,0.07614870274320562,0.6185410334346505,0.6612276612276612,0.6650203008784408
68,964924,0.07651602678385912,0.6139817629179332,0.6604506604506605,0.6627115314538757
69,964924,0.07558993075756316,0.6185410334346505,0.6682206682206682,0.666948819589469
70,964924,0.07518142190023033,0.6231003039513677,0.6666666666666666,0.6677758838512292
71,964924,0.07600032957129203,0.6246200607902735,0.6612276612276612,0.6615228248464256
72,964924,0.07628065184619288,0.621580547112462,0.6604506604506605,0.6609345895523079
73,964924,0.07661273341773128,0.6155015197568389,0.662004662004662,0.6614693489105965
74,964924,0.07672838599486191,0.6139817629179332,0.6612276612276612,0.6609261454967195
75,964924,0.07684102971503075,0.6139817629179332,0.6612276612276612,0.6612470011116928
76,964924,0.07739798131322426,0.6109422492401215,0.6612276612276612,0.6631884494938192
77,964924,0.07647912625483828,0.6200607902735562,0.6635586635586636,0.6634889117434339
78,964924,0.07733320682606798,0.6185410334346505,0.6573426573426573,0.659778225619986
79,964924,0.07744626216250712,0.6109422492401215,0.6581196581196581,0.6600456052991304
80,964924,0.07735099328687488,0.6124620060790273,0.6604506604506605,0.662669718118372
81,964924,0.07729986011076119,0.6200607902735562,0.6596736596736597,0.6625054983472587
82,964924,0.07717285040301755,0.6246200607902735,0.6596736596736597,0.6629376712164066
83,964924,0.0772282330823162,0.6200607902735562,0.6588966588966589,0.6619172630531411
84,964924,0.0772093219235313,0.6200607902735562,0.6604506604506605,0.6634145892563497
85,964924,0.07715567846790998,0.6231003039513677,0.6612276612276612,0.6641591736848822
86,964924,0.0770682013143522,0.6200607902735562,0.6612276612276612,0.6630321003594041
87,964924,0.07692465158943709,0.6200607902735562,0.662004662004662,0.6634558291729634
88,964924,0.07706862452544702,0.6200607902735562,0.662004662004662,0.663941191268495
89,964924,0.07785784364833657,0.6170212765957447,0.6588966588966589,0.6555610441403064
90,964924,0.0766421494875273,0.621580547112462,0.6666666666666666,0.6655741865313152
91,964924,0.07671124304681563,0.6170212765957447,0.6658896658896659,0.6692025592979873
