epoch,seed,val_loss,val_acc,test_acc,macro_test_acc
0,149781,0.039552541,0.490881459,0.515151515,0.341754736
1,149781,0.03269186,0.560790274,0.595959596,0.450757422
2,149781,0.031684762,0.55775076,0.624708625,0.578456967
3,149781,0.028601368,0.623100304,0.662781663,0.636960982
4,149781,0.027999872,0.627659574,0.651126651,0.625097158
5,149781,0.02725489,0.638297872,0.684537685,0.663685049
6,149781,0.029293269,0.635258359,0.665889666,0.59239026
7,149781,0.03045256,0.601823708,0.631701632,0.585759336
8,149781,0.030584312,0.633738602,0.64024864,0.561577901
9,149781,0.030390537,0.574468085,0.637140637,0.663242628
10,149781,0.029347243,0.636778116,0.66045066,0.613672443
11,149781,0.029193603,0.645896657,0.689199689,0.665144428
12,149781,0.028630813,0.641337386,0.666666667,0.677453271
13,149781,0.031189182,0.626139818,0.657342657,0.613364304
14,149781,0.033073993,0.610942249,0.648795649,0.648056628
15,149781,0.039554002,0.595744681,0.651126651,0.637278998
16,149781,0.034859605,0.647416413,0.687645688,0.660184058
17,149781,0.043361542,0.572948328,0.63014763,0.615622853
18,149781,0.040847233,0.612462006,0.675213675,0.650395483
19,149781,0.039161242,0.642857143,0.654234654,0.661833248
20,149781,0.045303342,0.580547112,0.651126651,0.672649269
21,149781,0.052243102,0.598784195,0.642579643,0.59953024
22,149781,0.051379044,0.572948328,0.641025641,0.658131709
23,149781,0.050725282,0.610942249,0.675213675,0.662763851
24,149781,0.05962602,0.565349544,0.617715618,0.656920981
25,149781,0.051791177,0.598784195,0.652680653,0.674328489
26,149781,0.051609596,0.62006079,0.658119658,0.672309796
27,149781,0.053194887,0.582066869,0.636363636,0.615783346
28,149781,0.049070352,0.641337386,0.662781663,0.64373415
29,149781,0.055248829,0.61550152,0.658896659,0.639717526
30,149781,0.05640892,0.600303951,0.664335664,0.667209494
31,149781,0.060188027,0.613981763,0.641025641,0.620225206
32,149781,0.063160146,0.579027356,0.613830614,0.624410655
33,149781,0.054162167,0.632218845,0.652680653,0.656565517
34,149781,0.059815972,0.623100304,0.665889666,0.668423838
35,149781,0.065993625,0.600303951,0.64957265,0.659788741
36,149781,0.073982905,0.574468085,0.627039627,0.671318715
37,149781,0.064463966,0.613981763,0.64957265,0.653535016
38,149781,0.059669384,0.606382979,0.658119658,0.644530832
39,149781,0.06307286,0.603343465,0.636363636,0.639801551
40,149781,0.072310352,0.568389058,0.620823621,0.660193076
41,149781,0.071073434,0.59118541,0.64024864,0.631378222
42,149781,0.067785599,0.58662614,0.64957265,0.649654524
43,149781,0.06849184,0.604863222,0.66045066,0.663332026
44,149781,0.062228919,0.612462006,0.65967366,0.670798227
45,149781,0.064437043,0.610942249,0.651903652,0.661159915
46,149781,0.07057914,0.598784195,0.638694639,0.659896146
47,149781,0.068630549,0.610942249,0.656565657,0.662174932
48,149781,0.0705582,0.62006079,0.653457653,0.664172714
49,149781,0.070895366,0.62006079,0.652680653,0.668814604
50,149781,0.072524955,0.610942249,0.652680653,0.659089762
51,149781,0.072600773,0.613981763,0.653457653,0.662373214
52,149781,0.072838427,0.613981763,0.652680653,0.667326823
53,149781,0.072459038,0.618541033,0.653457653,0.670238468
54,149781,0.073584606,0.609422492,0.661227661,0.672805433
55,149781,0.073237074,0.606382979,0.665112665,0.675854709
56,149781,0.074497014,0.609422492,0.658119658,0.658695204
57,149781,0.074206981,0.607902736,0.65967366,0.665776141
58,149781,0.074655689,0.609422492,0.66045066,0.672379744
59,149781,0.075680568,0.601823708,0.658896659,0.670518491
60,149781,0.075786875,0.601823708,0.651903652,0.657811565
61,149781,0.075729434,0.600303951,0.655011655,0.659679144
62,149781,0.075535881,0.601823708,0.66045066,0.664479336
63,149781,0.075773141,0.603343465,0.655011655,0.659068389
64,149781,0.075270018,0.598784195,0.65967366,0.663673405
65,149781,0.075598117,0.601823708,0.655788656,0.663319346
66,149781,0.075816302,0.603343465,0.654234654,0.660595986
67,149781,0.074935038,0.600303951,0.66045066,0.6720084
68,149781,0.075483786,0.606382979,0.657342657,0.66637172
69,149781,0.076366738,0.603343465,0.653457653,0.665931796
70,149781,0.075516565,0.609422492,0.661227661,0.67152695
71,149781,0.075696928,0.607902736,0.66045066,0.670506542
72,149781,0.076047631,0.607902736,0.657342657,0.667540606
