epoch,seed,val_loss,val_acc,test_acc,macro_test_acc
0,400584,0.04361492957025313,0.39969604863221886,0.41181041181041184,0.23526919242273178
1,400584,0.03367204289305899,0.5395136778115501,0.5734265734265734,0.4206775591592569
2,400584,0.028945389489634783,0.6306990881458967,0.6526806526806527,0.6027416729403626
3,400584,0.03100160697310891,0.5820668693009119,0.6184926184926185,0.621322211473187
4,400584,0.027946506952442298,0.621580547112462,0.6371406371406372,0.4986767434246426
5,400584,0.02843045173807347,0.6352583586626139,0.6410256410256411,0.6304352249374326
6,400584,0.03028337426460985,0.5759878419452887,0.6449106449106449,0.658286938812505
7,400584,0.02686010088239397,0.6702127659574468,0.6806526806526807,0.6498670500557695
8,400584,0.02829354294889966,0.6550151975683891,0.6736596736596736,0.6668526794384935
9,400584,0.034630902994729824,0.5775075987841946,0.6130536130536131,0.5642782320940704
10,400584,0.02800577969536593,0.668693009118541,0.6682206682206682,0.6464001132039874
11,400584,0.03473970882798401,0.5653495440729484,0.6161616161616161,0.5944011379590357
12,400584,0.029179483199192037,0.6595744680851063,0.6658896658896659,0.6375734669830952
13,400584,0.02977008297812975,0.6565349544072948,0.6798756798756799,0.6724970542916704
14,400584,0.03253936477707512,0.6322188449848024,0.6511266511266511,0.6579334723103417
15,400584,0.03493092197777652,0.6155015197568389,0.6503496503496503,0.6741137811056626
16,400584,0.04026023667634077,0.5805471124620061,0.6239316239316239,0.6671916624893409
17,400584,0.038998198001942735,0.5957446808510638,0.6526806526806527,0.6196206834043324
18,400584,0.03639095387560256,0.6474164133738601,0.679098679098679,0.6620194980919949
19,400584,0.040058970813693244,0.621580547112462,0.6557886557886557,0.6463950449208958
20,400584,0.037936283099977444,0.6382978723404256,0.6728826728826729,0.6611504910130462
21,400584,0.04094789383259225,0.6261398176291794,0.6721056721056721,0.682626665458171
22,400584,0.04706484206179355,0.6048632218844985,0.6480186480186481,0.662908084651426
23,400584,0.0450476672511695,0.6261398176291794,0.6604506604506605,0.6880992643590564
24,400584,0.056258853808000095,0.5866261398176292,0.6184926184926185,0.6111257230164794
25,400584,0.04734232940210035,0.5866261398176292,0.6231546231546231,0.6295522430852156
26,400584,0.04524715910566614,0.6170212765957447,0.6721056721056721,0.6500408977150182
27,400584,0.05260260561679272,0.6261398176291794,0.6658896658896659,0.6483158409742942
28,400584,0.05441654054589547,0.5881458966565349,0.6146076146076146,0.6668236385463275
29,400584,0.05195518540031642,0.6322188449848024,0.6487956487956488,0.64356762735911
30,400584,0.05635816927738827,0.6170212765957447,0.6542346542346542,0.6620857279737782
31,400584,0.05212209289921815,0.6322188449848024,0.6526806526806527,0.6568067319377674
32,400584,0.058799175505942484,0.6170212765957447,0.662004662004662,0.6649588618189957
33,400584,0.06100431401678856,0.6200607902735562,0.6604506604506605,0.6507875538505079
