epoch,seed,val_loss,val_acc,test_acc,macro_test_acc
0,37468,0.03908479684754346,0.506079027355623,0.5135975135975136,0.3740368689848821
1,37468,0.032050950186593194,0.5896656534954408,0.6130536130536131,0.5700844405558834
2,37468,0.030648254695996687,0.6155015197568389,0.6309246309246309,0.5596452479296804
3,37468,0.03182274085047759,0.6033434650455927,0.6363636363636364,0.6162221498769
4,37468,0.02774582662843281,0.6367781155015197,0.6526806526806527,0.6072944894444682
5,37468,0.028257039542618493,0.6306990881458967,0.6627816627816627,0.6227212518289288
6,37468,0.027784217092403887,0.6352583586626139,0.6736596736596736,0.6411530251545918
7,37468,0.030847390009639472,0.5729483282674772,0.6216006216006216,0.6465171276522935
8,37468,0.030534451493376295,0.6109422492401215,0.6674436674436675,0.6113353261181206
9,37468,0.032680241894939385,0.6291793313069909,0.6604506604506605,0.6203782437474219
10,37468,0.028269779356054986,0.6443768996960486,0.6627816627816627,0.6680899879212086
11,37468,0.030448006279200406,0.6048632218844985,0.6371406371406372,0.6379869020027117
12,37468,0.03230909156219575,0.6504559270516718,0.6860916860916861,0.6820231420765532
13,37468,0.033523808859039585,0.621580547112462,0.6635586635586636,0.6569392471934845
14,37468,0.03341849596667072,0.6033434650455927,0.6526806526806527,0.6594037275927319
15,37468,0.036473682948521206,0.6200607902735562,0.6542346542346542,0.6232461335844045
16,37468,0.041424171540512505,0.6155015197568389,0.6511266511266511,0.6417750921632135
17,37468,0.039279830492013855,0.5987841945288754,0.6487956487956488,0.6433796569475249
18,37468,0.03696810075939608,0.6139817629179332,0.6371406371406372,0.6363729867910184
19,37468,0.04519819416173686,0.601823708206687,0.6542346542346542,0.6595352162436624
20,37468,0.043335097176688056,0.6261398176291794,0.6837606837606838,0.6664107861942927
21,37468,0.04735285170534824,0.6231003039513677,0.682983682983683,0.6516287963567553
22,37468,0.040311506091642524,0.6231003039513677,0.6581196581196581,0.6600141689957956
23,37468,0.05111062418001401,0.6231003039513677,0.6651126651126651,0.677068858359985
24,37468,0.047092811677231255,0.6109422492401215,0.6713286713286714,0.6657786566090227
25,37468,0.048960097292636305,0.6261398176291794,0.6682206682206682,0.6500709837093543
26,37468,0.04927820710063343,0.6170212765957447,0.6658896658896659,0.673512449663995
