epoch,seed,val_loss,val_acc,test_acc,macro_test_acc
0,638724,0.035966375,0.512158055,0.554001554,0.419954728
1,638724,0.030844488,0.580547112,0.595959596,0.451047368
2,638724,0.030717969,0.603343465,0.644133644,0.597467292
3,638724,0.031337779,0.565349544,0.627039627,0.597350768
4,638724,0.028009316,0.601823708,0.646464646,0.66858138
5,638724,0.02875753,0.645896657,0.673659674,0.597051258
6,638724,0.027817352,0.661094225,0.68997669,0.651268726
7,638724,0.034636405,0.606382979,0.626262626,0.568581556
8,638724,0.029032812,0.642857143,0.66977467,0.64297806
9,638724,0.029957444,0.59118541,0.66045066,0.677258623
10,638724,0.028680201,0.6443769,0.684537685,0.680179508
11,638724,0.03309607,0.623100304,0.665112665,0.657694976
12,638724,0.035664019,0.607902736,0.652680653,0.665183762
13,638724,0.031844287,0.607902736,0.658896659,0.639056781
14,638724,0.0382278,0.579027356,0.644910645,0.638548492
15,638724,0.037982007,0.601823708,0.635586636,0.649492395
16,638724,0.039675437,0.618541033,0.64957265,0.642706361
17,638724,0.040343717,0.639817629,0.656565657,0.583284673
18,638724,0.043030965,0.651975684,0.657342657,0.635329466
19,638724,0.036219582,0.624620061,0.652680653,0.638342967
20,638724,0.043866989,0.636778116,0.655788656,0.616216221
21,638724,0.05156393,0.595744681,0.644910645,0.627336275
22,638724,0.045063828,0.638297872,0.665112665,0.649570232
23,638724,0.047268638,0.606382979,0.638694639,0.64602925
24,638724,0.048751234,0.623100304,0.641025641,0.616080414
25,638724,0.060107089,0.568389058,0.62004662,0.633553764
26,638724,0.055631006,0.603343465,0.634032634,0.621787754
27,638724,0.054295328,0.606382979,0.657342657,0.656793349
28,638724,0.057268033,0.607902736,0.651126651,0.646686046
29,638724,0.052722398,0.580547112,0.630924631,0.640637133
30,638724,0.060100358,0.601823708,0.641802642,0.629655163
31,638724,0.059606465,0.636778116,0.655788656,0.649388865
32,638724,0.059991952,0.629179331,0.657342657,0.632076803
33,638724,0.060918205,0.595744681,0.65034965,0.636777145
34,638724,0.060670151,0.604863222,0.662781663,0.665745389
35,638724,0.065212841,0.597264438,0.643356643,0.639507045
36,638724,0.062939716,0.612462006,0.648795649,0.638803848
37,638724,0.063553761,0.568389058,0.641025641,0.663744573
38,638724,0.062213747,0.607902736,0.656565657,0.609491137
39,638724,0.0607347,0.635258359,0.655011655,0.647440952
40,638724,0.062635433,0.623100304,0.668220668,0.662190479
41,638724,0.069976447,0.606382979,0.65034965,0.663709253
42,638724,0.062502174,0.62006079,0.662781663,0.649501015
43,638724,0.066814695,0.598784195,0.658896659,0.660518324
44,638724,0.067630692,0.61550152,0.651903652,0.649268512
45,638724,0.065692623,0.635258359,0.657342657,0.650373064
46,638724,0.068248007,0.62006079,0.662781663,0.649397161
47,638724,0.068195326,0.618541033,0.655788656,0.651359696
48,638724,0.071095568,0.604863222,0.641802642,0.643859516
49,638724,0.070811089,0.613981763,0.655011655,0.653147543
50,638724,0.070924457,0.617021277,0.655788656,0.652055337
51,638724,0.073165482,0.61550152,0.64957265,0.659529232
52,638724,0.07052399,0.618541033,0.668220668,0.658436148
53,638724,0.070771226,0.618541033,0.65967366,0.655973203
54,638724,0.073867293,0.594224924,0.644910645,0.644761596
55,638724,0.070735526,0.617021277,0.66977467,0.671165835
56,638724,0.073106899,0.597264438,0.661227661,0.665115757
57,638724,0.069698757,0.61550152,0.655788656,0.652568389
58,638724,0.069221305,0.633738602,0.665112665,0.639789241
59,638724,0.074698811,0.597264438,0.64957265,0.659945044
60,638724,0.071903513,0.610942249,0.665112665,0.660850269
61,638724,0.071656763,0.609422492,0.665112665,0.659834513
62,638724,0.072233664,0.610942249,0.662004662,0.659205325
63,638724,0.071057033,0.617021277,0.652680653,0.647422991
64,638724,0.071355443,0.613981763,0.652680653,0.650966239
65,638724,0.071311435,0.612462006,0.658119658,0.654848895
66,638724,0.071755528,0.612462006,0.657342657,0.654219827
67,638724,0.072202045,0.610942249,0.657342657,0.655190551
68,638724,0.072163672,0.607902736,0.666666667,0.670004291
69,638724,0.072092271,0.612462006,0.665889666,0.667202983
70,638724,0.072703677,0.603343465,0.663558664,0.653735158
71,638724,0.07547549,0.601823708,0.655011655,0.662239506
72,638724,0.073469353,0.600303951,0.662781663,0.660239809
73,638724,0.072844155,0.604863222,0.656565657,0.650143253
74,638724,0.073382201,0.604863222,0.657342657,0.654972855
75,638724,0.073121677,0.607902736,0.654234654,0.646712183
76,638724,0.072884731,0.603343465,0.657342657,0.648839271
77,638724,0.073625756,0.597264438,0.658119658,0.655042313
78,638724,0.072563444,0.609422492,0.658119658,0.650517705
79,638724,0.072366517,0.606382979,0.662004662,0.655549261
80,638724,0.071797623,0.610942249,0.665112665,0.654725582
81,638724,0.073524823,0.609422492,0.654234654,0.651403017
82,638724,0.072195001,0.609422492,0.66045066,0.653195747
83,638724,0.072281678,0.609422492,0.661227661,0.654224312
84,638724,0.072579166,0.604863222,0.657342657,0.652410209
85,638724,0.072378686,0.607902736,0.658896659,0.653048128
86,638724,0.07284067,0.607902736,0.658119658,0.654077267
87,638724,0.072663113,0.606382979,0.662004662,0.656092751
88,638724,0.072647912,0.606382979,0.662781663,0.656680987
89,638724,0.072770835,0.606382979,0.664335664,0.657215746
90,638724,0.072737673,0.606382979,0.665112665,0.658236154
