epoch,seed,val_loss,val_acc,test_acc,macro_test_acc
0,460889,0.03984086056973072,0.4726443768996961,0.48096348096348096,0.3222154963680387
1,460889,0.03599978217962665,0.49544072948328266,0.519036519036519,0.3771561845077014
2,460889,0.03214454361008293,0.5562310030395137,0.6045066045066045,0.4724289376767656
3,460889,0.02776457835838063,0.6352583586626139,0.6355866355866356,0.6077877591714651
4,460889,0.029867488200178986,0.6124620060790273,0.6519036519036518,0.6355328356304001
5,460889,0.028352604086275882,0.6458966565349544,0.662004662004662,0.6343207945736075
6,460889,0.027197924790773712,0.6519756838905775,0.6736596736596736,0.6618188292266058
7,460889,0.029021579081526642,0.6428571428571429,0.679098679098679,0.6503701511421209
8,460889,0.029313852721796936,0.6200607902735562,0.6542346542346542,0.6120127372983093
9,460889,0.028833279131393663,0.6458966565349544,0.662004662004662,0.6098599563091801
10,460889,0.02961442825642038,0.6337386018237082,0.6596736596736597,0.6363472199357401
11,460889,0.030122069964655263,0.6398176291793313,0.675990675990676,0.672751374818032
12,460889,0.030996087836639496,0.6382978723404256,0.6674436674436675,0.6696721431253551
13,460889,0.03257134910050134,0.621580547112462,0.6658896658896659,0.6652777474626214
14,460889,0.03481148369044156,0.6155015197568389,0.6604506604506605,0.6560519646995931
15,460889,0.034173243676275465,0.6580547112462006,0.6713286713286714,0.6612492670411771
16,460889,0.04152580017739154,0.5896656534954408,0.6379176379176379,0.5658090108154201
17,460889,0.04007468469961798,0.6094224924012158,0.6744366744366744,0.6745664860705454
18,460889,0.04622091565813337,0.5927051671732523,0.6526806526806527,0.6826392066842144
19,460889,0.04525937135458717,0.5820668693009119,0.6557886557886557,0.6462931705810213
20,460889,0.04250868185675253,0.6352583586626139,0.6697746697746698,0.6659214841560661
21,460889,0.04654123717890685,0.6124620060790273,0.6596736596736597,0.6601499490397084
22,460889,0.050081798008510044,0.6063829787234043,0.655011655011655,0.6525462388345169
23,460889,0.051569083541359945,0.601823708206687,0.6425796425796426,0.6464326316042596
24,460889,0.0497411246720056,0.5866261398176292,0.6456876456876457,0.6539978302569102
25,460889,0.05401024050263286,0.5729483282674772,0.6511266511266511,0.6660902357861481
26,460889,0.055365895790169664,0.6231003039513677,0.6814296814296814,0.6402651877391943
27,460889,0.05030245331645374,0.5714285714285714,0.634032634032634,0.618144129762845
28,460889,0.052303534510650174,0.621580547112462,0.6721056721056721,0.645044070016296
29,460889,0.05739479296837897,0.60790273556231,0.6713286713286714,0.6589944267383379
30,460889,0.05647085357944291,0.5987841945288754,0.6565656565656566,0.6452194344609955
31,460889,0.05961419891079146,0.6109422492401215,0.6557886557886557,0.6585644273117567
32,460889,0.05972350911891207,0.5972644376899696,0.6511266511266511,0.6415613918911169
33,460889,0.056437611217556756,0.60790273556231,0.6604506604506605,0.6512553619290551
34,460889,0.06260740285948779,0.5790273556231003,0.6394716394716394,0.6558291359687172
